RespId,weight,age,Education,race,gender,income_cat,voter_category,Union Voting,Community Meetings,Stay Informed,Community Emblem,Community Events,Know Pledge & Rules,Support Worker Rights,Respect Dissent,Belief in God,Protest Injustice
470582,0.8473,76,Some college,White,Female,Less than $40k,sporadic,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
470583,0.885,67,Some college,White,Female,$40-75k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
480620,1.1668,28,College,Black,Male,Less than $40k,rarely/never,Very important,Not so important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important
470584,0.7583,82,College,White,Male,$40-75k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
470585,0.8683,78,College,White,Female,$75-125k,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Not at all important,Somewhat important
470586,0.9945,69,Some college,White,Male,$75-125k,always,Very important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important
470587,0.7985,80,Some college,White,Male,$40-75k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,Somewhat important
470589,0.6465,60,College,White,Male,Less than $40k,always,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Somewhat important
470591,1.0977,53,Some college,White,Male,$40-75k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
470593,1.0688,38,College,White,Female,$75-125k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Somewhat important
470595,1.0267,64,College,White,Female,$125k or more,always,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important
470596,1.4068,69,High school or less,White,Female,Less than $40k,always,Very important,Not at all important,Not so important,Very important,Very important,Very important,Very important,Not so important,Very important,Not at all important
470597,0.9186,81,High school or less,White,Female,Less than $40k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important
470599,0.4279,82,Some college,Black,Male,$40-75k,always,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important
470600,0.7889,63,High school or less,Black,Female,Less than $40k,rarely/never,Not at all important,Not so important,Not so important,Not so important,Somewhat important,Not at all important,Not so important,Very important,Very important,Somewhat important
470601,0.5005,76,College,Black,Female,$125k or more,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
470602,0.7018,43,College,Hispanic,Male,$125k or more,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
470605,0.4283,61,Some college,Black,Male,Less than $40k,always,Very important,Somewhat important,Very important,Not at all important,Very important,Somewhat important,Very important,Very important,Not at all important,Somewhat important
470607,0.9186,78,High school or less,White,Female,Less than $40k,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important
470608,1.3469,41,High school or less,White,Female,$75-125k,rarely/never,Somewhat important,Not at all important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important
470609,1.0308,52,College,White,Male,$125k or more,always,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Somewhat important
470612,1.1496,56,Some college,White,Female,$75-125k,always,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
